,user_id,book_id,rating
33,008ba1d5b4ebf54babf516a2d5aa43e184865da5,1062.0,3
34,008ba1d5b4ebf54babf516a2d5aa43e184865da5,1186.0,4
35,008ba1d5b4ebf54babf516a2d5aa43e184865da5,1296.0,4
36,008ba1d5b4ebf54babf516a2d5aa43e184865da5,1328.0,5
37,008ba1d5b4ebf54babf516a2d5aa43e184865da5,1409.0,4
38,008ba1d5b4ebf54babf516a2d5aa43e184865da5,1411.0,0
39,008ba1d5b4ebf54babf516a2d5aa43e184865da5,1431.0,1
40,008ca24b82c41d513b3799d09ae276d37f92ce72,146.0,3
41,008dfc7a327b5186244caec48e0ab61610a0c660,34.0,3
42,008dfc7a327b5186244caec48e0ab61610a0c660,110.0,2
43,008dfc7a327b5186244caec48e0ab61610a0c660,124.0,5
44,008dfc7a327b5186244caec48e0ab61610a0c660,131.0,1
45,008dfc7a327b5186244caec48e0ab61610a0c660,462.0,2
46,008dfc7a327b5186244caec48e0ab61610a0c660,494.0,2
47,008dfc7a327b5186244caec48e0ab61610a0c660,669.0,5
48,008dfc7a327b5186244caec48e0ab61610a0c660,681.0,0
49,008dfc7a327b5186244caec48e0ab61610a0c660,1044.0,4
50,008dfc7a327b5186244caec48e0ab61610a0c660,1393.0,3
51,009af4e0537378bf8e8caf0ad0e2994f954d822e,1299.0,0
52,00bda305223d05f6df5d77de41abd2a0c7d895fe,547.0,1
53,00bda305223d05f6df5d77de41abd2a0c7d895fe,1171.0,0
54,00bda305223d05f6df5d77de41abd2a0c7d895fe,1172.0,1
55,00bda305223d05f6df5d77de41abd2a0c7d895fe,1274.0,1
56,00c2d5190e8c6b821b0e3848bf56f6e47e428994,250.0,3
57,00c2d5190e8c6b821b0e3848bf56f6e47e428994,347.0,0
58,00c2d5190e8c6b821b0e3848bf56f6e47e428994,673.0,4
59,00ced21f957bbcee5edf7b107b2bd05628b04774,40.0,2
60,00ced21f957bbcee5edf7b107b2bd05628b04774,409.0,0
61,00ced21f957bbcee5edf7b107b2bd05628b04774,864.0,1
62,00ced21f957bbcee5edf7b107b2bd05628b04774,1048.0,2
63,00d9337ecd5f70fba1c4c7a78e21b3532e0112c4,241.0,0
64,00e524e4f13137a6fac54f9c71d7769c6507ecde,151.0,3
65,00e524e4f13137a6fac54f9c71d7769c6507ecde,369.0,5
66,00e524e4f13137a6fac54f9c71d7769c6507ecde,525.0,1
67,00e524e4f13137a6fac54f9c71d7769c6507ecde,1174.0,1
68,00e524e4f13137a6fac54f9c71d7769c6507ecde,1271.0,1
69,00e524e4f13137a6fac54f9c71d7769c6507ecde,1367.0,5
70,00e524e4f13137a6fac54f9c71d7769c6507ecde,1400.0,4
71,00e524e4f13137a6fac54f9c71d7769c6507ecde,1410.0,4
72,00f8341cbecd6af00ba8c78b3bb6ec49adf83248,8.0,3
73,00f8341cbecd6af00ba8c78b3bb6ec49adf83248,1336.0,1
74,00f946b14100f0605fa25089437ee9486378872c,1364.0,5
75,01041260c97ab9221d923b0a2c525437f148d589,1418.0,4
76,01041260c97ab9221d923b0a2c525437f148d589,1430.0,5
77,0108ce3220657a9a89a85bdec959b0f2976dd51c,1276.0,0
78,0108ce3220657a9a89a85bdec959b0f2976dd51c,1321.0,4
79,0108ce3220657a9a89a85bdec959b0f2976dd51c,1437.0,1
80,011455e91a24c1fb815a4deac6b6eaf5ad16819e,51.0,4
81,011455e91a24c1fb815a4deac6b6eaf5ad16819e,237.0,1
82,011455e91a24c1fb815a4deac6b6eaf5ad16819e,314.0,3
83,011455e91a24c1fb815a4deac6b6eaf5ad16819e,641.0,4
84,011455e91a24c1fb815a4deac6b6eaf5ad16819e,1330.0,5
85,011455e91a24c1fb815a4deac6b6eaf5ad16819e,1332.0,4
86,011455e91a24c1fb815a4deac6b6eaf5ad16819e,1362.0,0
87,011455e91a24c1fb815a4deac6b6eaf5ad16819e,1432.0,5
88,011455e91a24c1fb815a4deac6b6eaf5ad16819e,1436.0,0
89,01198c58d684d79c9026abe355cfb532cb524dc5,1183.0,2
90,011ae4de07ffb332b0f51c155a35c23c80294962,108.0,4
91,011ae4de07ffb332b0f51c155a35c23c80294962,146.0,1
92,011ae4de07ffb332b0f51c155a35c23c80294962,158.0,0
93,011ae4de07ffb332b0f51c155a35c23c80294962,162.0,3
94,011ae4de07ffb332b0f51c155a35c23c80294962,173.0,5
95,011ae4de07ffb332b0f51c155a35c23c80294962,183.0,5
96,011ae4de07ffb332b0f51c155a35c23c80294962,253.0,4
97,011ae4de07ffb332b0f51c155a35c23c80294962,297.0,0
98,011ae4de07ffb332b0f51c155a35c23c80294962,323.0,1
99,011ae4de07ffb332b0f51c155a35c23c80294962,542.0,2
100,011ae4de07ffb332b0f51c155a35c23c80294962,634.0,5
101,011ae4de07ffb332b0f51c155a35c23c80294962,695.0,2
102,011ae4de07ffb332b0f51c155a35c23c80294962,764.0,5
103,011ae4de07ffb332b0f51c155a35c23c80294962,959.0,1
104,011ae4de07ffb332b0f51c155a35c23c80294962,981.0,2
105,011ae4de07ffb332b0f51c155a35c23c80294962,1051.0,4
106,011ae4de07ffb332b0f51c155a35c23c80294962,1158.0,4
107,011ae4de07ffb332b0f51c155a35c23c80294962,1162.0,3
108,011ae4de07ffb332b0f51c155a35c23c80294962,1163.0,0
109,011ae4de07ffb332b0f51c155a35c23c80294962,1172.0,3
110,011ae4de07ffb332b0f51c155a35c23c80294962,1176.0,4
111,011ae4de07ffb332b0f51c155a35c23c80294962,1184.0,3
112,011ae4de07ffb332b0f51c155a35c23c80294962,1286.0,1
113,011ae4de07ffb332b0f51c155a35c23c80294962,1296.0,5
114,011ae4de07ffb332b0f51c155a35c23c80294962,1351.0,3
115,011ae4de07ffb332b0f51c155a35c23c80294962,1360.0,1
116,011ae4de07ffb332b0f51c155a35c23c80294962,1411.0,1
117,011ae4de07ffb332b0f51c155a35c23c80294962,1420.0,5
118,011ae4de07ffb332b0f51c155a35c23c80294962,1427.0,0
119,011fcfb582be9534e9a275336f7e7c3717100381,12.0,3
120,011fcfb582be9534e9a275336f7e7c3717100381,1314.0,3
121,011fcfb582be9534e9a275336f7e7c3717100381,1429.0,3
122,011fcfb582be9534e9a275336f7e7c3717100381,1432.0,2
123,0129dfcdb701b6e1d309934be6393004c6683a2d,43.0,3
124,0129dfcdb701b6e1d309934be6393004c6683a2d,164.0,1
125,0129dfcdb701b6e1d309934be6393004c6683a2d,379.0,1
126,0129dfcdb701b6e1d309934be6393004c6683a2d,1178.0,3
127,0129dfcdb701b6e1d309934be6393004c6683a2d,1183.0,3
128,0129dfcdb701b6e1d309934be6393004c6683a2d,1293.0,1
129,0129dfcdb701b6e1d309934be6393004c6683a2d,1330.0,2
130,0129dfcdb701b6e1d309934be6393004c6683a2d,1351.0,5
131,0129dfcdb701b6e1d309934be6393004c6683a2d,1391.0,2
132,0129dfcdb701b6e1d309934be6393004c6683a2d,1394.0,0
133,0129dfcdb701b6e1d309934be6393004c6683a2d,1429.0,5
134,0129dfcdb701b6e1d309934be6393004c6683a2d,1436.0,2
135,01327bbc4fd7bfe8ad62e599453d2876b928e725,92.0,4
136,01327bbc4fd7bfe8ad62e599453d2876b928e725,532.0,1
137,01327bbc4fd7bfe8ad62e599453d2876b928e725,1436.0,2
138,01455f0ab0a5a22a93d94ad35f6e78431aa90625,390.0,4
139,01455f0ab0a5a22a93d94ad35f6e78431aa90625,480.0,0
140,01455f0ab0a5a22a93d94ad35f6e78431aa90625,658.0,5
141,01455f0ab0a5a22a93d94ad35f6e78431aa90625,761.0,2
142,01455f0ab0a5a22a93d94ad35f6e78431aa90625,782.0,4
143,01455f0ab0a5a22a93d94ad35f6e78431aa90625,939.0,0
144,014dedab269f1453c647598c92a3fa37b39eed97,132.0,2
145,014dedab269f1453c647598c92a3fa37b39eed97,1160.0,4
146,014e4fe6e6c5eb3fe5ca0b16c16fb4599df6375c,12.0,2
147,01560f88312a91894d254e6406c25df19f0ad5e8,151.0,4
148,01560f88312a91894d254e6406c25df19f0ad5e8,373.0,2
149,01560f88312a91894d254e6406c25df19f0ad5e8,673.0,2
150,01560f88312a91894d254e6406c25df19f0ad5e8,732.0,5
151,01560f88312a91894d254e6406c25df19f0ad5e8,958.0,5
152,01560f88312a91894d254e6406c25df19f0ad5e8,1273.0,0
153,01560f88312a91894d254e6406c25df19f0ad5e8,1299.0,1
154,01560f88312a91894d254e6406c25df19f0ad5e8,1364.0,3
155,01560f88312a91894d254e6406c25df19f0ad5e8,1400.0,1
156,015aaf617598e413a35d6d2249e26b7f3c40adb7,8.0,0
157,015aaf617598e413a35d6d2249e26b7f3c40adb7,12.0,0
158,015aaf617598e413a35d6d2249e26b7f3c40adb7,20.0,2
159,015aaf617598e413a35d6d2249e26b7f3c40adb7,103.0,5
160,015aaf617598e413a35d6d2249e26b7f3c40adb7,116.0,1
161,015aaf617598e413a35d6d2249e26b7f3c40adb7,120.0,4
162,015aaf617598e413a35d6d2249e26b7f3c40adb7,124.0,4
163,015aaf617598e413a35d6d2249e26b7f3c40adb7,125.0,2
164,015aaf617598e413a35d6d2249e26b7f3c40adb7,136.0,3
165,015aaf617598e413a35d6d2249e26b7f3c40adb7,151.0,0
166,015aaf617598e413a35d6d2249e26b7f3c40adb7,164.0,0
167,015aaf617598e413a35d6d2249e26b7f3c40adb7,193.0,5
168,015aaf617598e413a35d6d2249e26b7f3c40adb7,194.0,3
169,015aaf617598e413a35d6d2249e26b7f3c40adb7,237.0,3
170,015aaf617598e413a35d6d2249e26b7f3c40adb7,241.0,5
171,015aaf617598e413a35d6d2249e26b7f3c40adb7,268.0,3
172,015aaf617598e413a35d6d2249e26b7f3c40adb7,278.0,5
173,015aaf617598e413a35d6d2249e26b7f3c40adb7,288.0,1
174,015aaf617598e413a35d6d2249e26b7f3c40adb7,329.0,1
175,015aaf617598e413a35d6d2249e26b7f3c40adb7,362.0,5
176,015aaf617598e413a35d6d2249e26b7f3c40adb7,369.0,3
177,015aaf617598e413a35d6d2249e26b7f3c40adb7,448.0,3
178,015aaf617598e413a35d6d2249e26b7f3c40adb7,477.0,3
179,015aaf617598e413a35d6d2249e26b7f3c40adb7,485.0,2
180,015aaf617598e413a35d6d2249e26b7f3c40adb7,491.0,3
181,015aaf617598e413a35d6d2249e26b7f3c40adb7,510.0,5
182,015aaf617598e413a35d6d2249e26b7f3c40adb7,547.0,5
183,015aaf617598e413a35d6d2249e26b7f3c40adb7,585.0,3
184,015aaf617598e413a35d6d2249e26b7f3c40adb7,593.0,4
185,015aaf617598e413a35d6d2249e26b7f3c40adb7,600.0,5
186,015aaf617598e413a35d6d2249e26b7f3c40adb7,647.0,5
187,015aaf617598e413a35d6d2249e26b7f3c40adb7,656.0,5
188,015aaf617598e413a35d6d2249e26b7f3c40adb7,684.0,2
189,015aaf617598e413a35d6d2249e26b7f3c40adb7,692.0,2
190,015aaf617598e413a35d6d2249e26b7f3c40adb7,723.0,1
191,015aaf617598e413a35d6d2249e26b7f3c40adb7,833.0,3
192,015aaf617598e413a35d6d2249e26b7f3c40adb7,943.0,1
193,015aaf617598e413a35d6d2249e26b7f3c40adb7,948.0,2
194,015aaf617598e413a35d6d2249e26b7f3c40adb7,969.0,0
195,015aaf617598e413a35d6d2249e26b7f3c40adb7,977.0,4
196,015aaf617598e413a35d6d2249e26b7f3c40adb7,1025.0,1
197,015aaf617598e413a35d6d2249e26b7f3c40adb7,1052.0,5
198,015aaf617598e413a35d6d2249e26b7f3c40adb7,1056.0,3
199,015aaf617598e413a35d6d2249e26b7f3c40adb7,1057.0,5
200,015aaf617598e413a35d6d2249e26b7f3c40adb7,1060.0,0
201,015aaf617598e413a35d6d2249e26b7f3c40adb7,1160.0,1
202,015aaf617598e413a35d6d2249e26b7f3c40adb7,1162.0,0
203,015aaf617598e413a35d6d2249e26b7f3c40adb7,1163.0,5
204,015aaf617598e413a35d6d2249e26b7f3c40adb7,1165.0,3
205,015aaf617598e413a35d6d2249e26b7f3c40adb7,1166.0,1
206,015aaf617598e413a35d6d2249e26b7f3c40adb7,1174.0,2
207,015aaf617598e413a35d6d2249e26b7f3c40adb7,1183.0,5
208,015aaf617598e413a35d6d2249e26b7f3c40adb7,1252.0,3
209,015aaf617598e413a35d6d2249e26b7f3c40adb7,1274.0,5
210,015aaf617598e413a35d6d2249e26b7f3c40adb7,1276.0,3
211,015aaf617598e413a35d6d2249e26b7f3c40adb7,1282.0,3
212,015aaf617598e413a35d6d2249e26b7f3c40adb7,1314.0,4
213,015aaf617598e413a35d6d2249e26b7f3c40adb7,1330.0,4
214,015aaf617598e413a35d6d2249e26b7f3c40adb7,1336.0,0
215,015aaf617598e413a35d6d2249e26b7f3c40adb7,1351.0,4
216,015aaf617598e413a35d6d2249e26b7f3c40adb7,1354.0,3
217,015aaf617598e413a35d6d2249e26b7f3c40adb7,1360.0,4
218,015aaf617598e413a35d6d2249e26b7f3c40adb7,1367.0,3
219,015aaf617598e413a35d6d2249e26b7f3c40adb7,1391.0,4
220,015aaf617598e413a35d6d2249e26b7f3c40adb7,1393.0,4
221,015aaf617598e413a35d6d2249e26b7f3c40adb7,1398.0,5
222,015aaf617598e413a35d6d2249e26b7f3c40adb7,1403.0,0
223,015aaf617598e413a35d6d2249e26b7f3c40adb7,1422.0,1
224,015aaf617598e413a35d6d2249e26b7f3c40adb7,1427.0,1
225,015aaf617598e413a35d6d2249e26b7f3c40adb7,1428.0,2
226,015aaf617598e413a35d6d2249e26b7f3c40adb7,1429.0,3
227,015aaf617598e413a35d6d2249e26b7f3c40adb7,1436.0,5
228,015dcc1422a2b3c5a95e536fd7e71b429f1bc6a2,39.0,2
229,015dcc1422a2b3c5a95e536fd7e71b429f1bc6a2,110.0,1
230,015dcc1422a2b3c5a95e536fd7e71b429f1bc6a2,136.0,5
231,015dcc1422a2b3c5a95e536fd7e71b429f1bc6a2,210.0,4
232,015dcc1422a2b3c5a95e536fd7e71b429f1bc6a2,263.0,5
233,015dcc1422a2b3c5a95e536fd7e71b429f1bc6a2,268.0,2
234,015dcc1422a2b3c5a95e536fd7e71b429f1bc6a2,295.0,1
235,015dcc1422a2b3c5a95e536fd7e71b429f1bc6a2,462.0,3
236,015dcc1422a2b3c5a95e536fd7e71b429f1bc6a2,525.0,5
237,015dcc1422a2b3c5a95e536fd7e71b429f1bc6a2,729.0,3
238,015dcc1422a2b3c5a95e536fd7e71b429f1bc6a2,846.0,4
239,015dcc1422a2b3c5a95e536fd7e71b429f1bc6a2,855.0,3
240,015dcc1422a2b3c5a95e536fd7e71b429f1bc6a2,864.0,5
241,015dcc1422a2b3c5a95e536fd7e71b429f1bc6a2,1016.0,3
242,015dcc1422a2b3c5a95e536fd7e71b429f1bc6a2,1160.0,2
243,015dcc1422a2b3c5a95e536fd7e71b429f1bc6a2,1162.0,2
244,015dcc1422a2b3c5a95e536fd7e71b429f1bc6a2,1330.0,3
245,015dcc1422a2b3c5a95e536fd7e71b429f1bc6a2,1431.0,4
246,017e40787d1aae6fa01eec478ce35be9bbe1d74e,651.0,3
247,017e40787d1aae6fa01eec478ce35be9bbe1d74e,1368.0,0
248,0186d09d3ee1332ecf6585ff5b8e3c154de4a591,1337.0,3
249,0186d09d3ee1332ecf6585ff5b8e3c154de4a591,1338.0,5
250,018c4e7bd469c7bf3ed82ee9f0627887655f442b,14.0,1
251,018c4e7bd469c7bf3ed82ee9f0627887655f442b,110.0,0
252,018c4e7bd469c7bf3ed82ee9f0627887655f442b,667.0,0
253,018c4e7bd469c7bf3ed82ee9f0627887655f442b,720.0,0
254,018c4e7bd469c7bf3ed82ee9f0627887655f442b,1169.0,3
255,018c4e7bd469c7bf3ed82ee9f0627887655f442b,1406.0,0
256,018db41e131fc74cde60d7e984686e391e99d34f,486.0,5
257,018db41e131fc74cde60d7e984686e391e99d34f,1330.0,0
258,01973f75f5c2d7d3bc674259f2258629886fed6d,53.0,3
259,01973f75f5c2d7d3bc674259f2258629886fed6d,465.0,4
260,01973f75f5c2d7d3bc674259f2258629886fed6d,1368.0,5
261,019f2a15f2bc400f5d09fc5cf86fc5690fb632bb,297.0,4
262,01a098f56e3b7728aa087ea8a2f6dfe17e5dc153,1328.0,0
263,01a8f0002d69d485a7ef7cd1867f0d94752aaa5c,87.0,4
264,01a8f0002d69d485a7ef7cd1867f0d94752aaa5c,268.0,1
265,01a8f0002d69d485a7ef7cd1867f0d94752aaa5c,599.0,3
266,01a8f0002d69d485a7ef7cd1867f0d94752aaa5c,723.0,2
267,01a8f0002d69d485a7ef7cd1867f0d94752aaa5c,846.0,1
268,01a8f0002d69d485a7ef7cd1867f0d94752aaa5c,1055.0,4
269,01a8f0002d69d485a7ef7cd1867f0d94752aaa5c,1293.0,4
270,01a8f0002d69d485a7ef7cd1867f0d94752aaa5c,1330.0,0
271,01a8f0002d69d485a7ef7cd1867f0d94752aaa5c,1359.0,1
272,01a8f0002d69d485a7ef7cd1867f0d94752aaa5c,1364.0,2
273,01c1d21cdafc17e1fea3f0b5aec586aed932703b,4.0,1
274,01c1d21cdafc17e1fea3f0b5aec586aed932703b,122.0,1
275,01c1d21cdafc17e1fea3f0b5aec586aed932703b,132.0,4
276,01c1d21cdafc17e1fea3f0b5aec586aed932703b,367.0,3
277,01c1d21cdafc17e1fea3f0b5aec586aed932703b,415.0,5
278,01c1d21cdafc17e1fea3f0b5aec586aed932703b,455.0,0
279,01c1d21cdafc17e1fea3f0b5aec586aed932703b,486.0,5
280,01c1d21cdafc17e1fea3f0b5aec586aed932703b,583.0,4
281,01c1d21cdafc17e1fea3f0b5aec586aed932703b,658.0,1
282,01c1d21cdafc17e1fea3f0b5aec586aed932703b,695.0,3
283,01c1d21cdafc17e1fea3f0b5aec586aed932703b,723.0,1
284,01c1d21cdafc17e1fea3f0b5aec586aed932703b,793.0,5
285,01c1d21cdafc17e1fea3f0b5aec586aed932703b,809.0,5
286,01c1d21cdafc17e1fea3f0b5aec586aed932703b,880.0,0
287,01c1d21cdafc17e1fea3f0b5aec586aed932703b,892.0,1
288,01c1d21cdafc17e1fea3f0b5aec586aed932703b,932.0,1
289,01c1d21cdafc17e1fea3f0b5aec586aed932703b,1186.0,1
290,01c1d21cdafc17e1fea3f0b5aec586aed932703b,1271.0,4
291,01c1d21cdafc17e1fea3f0b5aec586aed932703b,1293.0,0
292,01c1d21cdafc17e1fea3f0b5aec586aed932703b,1304.0,1
293,01c1d21cdafc17e1fea3f0b5aec586aed932703b,1332.0,2
294,01c1d21cdafc17e1fea3f0b5aec586aed932703b,1338.0,1
295,01c1d21cdafc17e1fea3f0b5aec586aed932703b,1360.0,4
296,01c1d21cdafc17e1fea3f0b5aec586aed932703b,1364.0,0
297,01c1d21cdafc17e1fea3f0b5aec586aed932703b,1367.0,3
298,01c1d21cdafc17e1fea3f0b5aec586aed932703b,1368.0,0
299,01c1d21cdafc17e1fea3f0b5aec586aed932703b,1422.0,1
300,02010b35a041f1e2cb84d995b9d877bef01b1b49,143.0,1
301,02010b35a041f1e2cb84d995b9d877bef01b1b49,1425.0,1
302,02010b35a041f1e2cb84d995b9d877bef01b1b49,1426.0,4
303,02085818da16db2475d4ffac51d76f3830914504,225.0,2
304,02085818da16db2475d4ffac51d76f3830914504,641.0,2
305,02085818da16db2475d4ffac51d76f3830914504,670.0,2
306,02085818da16db2475d4ffac51d76f3830914504,1097.0,3
307,02085818da16db2475d4ffac51d76f3830914504,1271.0,1
308,02085818da16db2475d4ffac51d76f3830914504,1277.0,1
309,02085818da16db2475d4ffac51d76f3830914504,1314.0,5
310,02085818da16db2475d4ffac51d76f3830914504,1360.0,3
311,02085818da16db2475d4ffac51d76f3830914504,1422.0,0
312,02085818da16db2475d4ffac51d76f3830914504,1433.0,4
313,020a2e7881daf634745c300e815891aaf2c19699,142.0,0
314,020a2e7881daf634745c300e815891aaf2c19699,221.0,4
315,020a2e7881daf634745c300e815891aaf2c19699,455.0,3
316,020a2e7881daf634745c300e815891aaf2c19699,510.0,4
317,020a2e7881daf634745c300e815891aaf2c19699,1170.0,3
318,020a2e7881daf634745c300e815891aaf2c19699,1427.0,0
319,020a2e7881daf634745c300e815891aaf2c19699,1432.0,1
320,020c5d8ac29cb133c5bac74b27662a3a2c2065fd,194.0,3
321,020c5d8ac29cb133c5bac74b27662a3a2c2065fd,1429.0,0
322,020c5d8ac29cb133c5bac74b27662a3a2c2065fd,1432.0,3
323,0212fd316d683316d502f9e6e0ac95cbde98ca32,18.0,4
324,0212fd316d683316d502f9e6e0ac95cbde98ca32,32.0,1
325,0212fd316d683316d502f9e6e0ac95cbde98ca32,98.0,0
326,0212fd316d683316d502f9e6e0ac95cbde98ca32,109.0,4
327,0212fd316d683316d502f9e6e0ac95cbde98ca32,116.0,0
328,0212fd316d683316d502f9e6e0ac95cbde98ca32,151.0,2
329,0212fd316d683316d502f9e6e0ac95cbde98ca32,191.0,0
330,0212fd316d683316d502f9e6e0ac95cbde98ca32,210.0,4
331,0212fd316d683316d502f9e6e0ac95cbde98ca32,1014.0,5
332,0212fd316d683316d502f9e6e0ac95cbde98ca32,1016.0,3
333,0246d11c827f90850ce7062e9554c9d5eeb30027,2.0,5
334,0286bfe26356436658cf4b29b232f0700f0bb9ce,2.0,2
335,0286bfe26356436658cf4b29b232f0700f0bb9ce,448.0,3
336,0286bfe26356436658cf4b29b232f0700f0bb9ce,617.0,0
337,0286bfe26356436658cf4b29b232f0700f0bb9ce,981.0,0
338,0286bfe26356436658cf4b29b232f0700f0bb9ce,1172.0,4
339,0286bfe26356436658cf4b29b232f0700f0bb9ce,1351.0,5
340,0286bfe26356436658cf4b29b232f0700f0bb9ce,1364.0,5
341,028c511be74385952f4812f6613581118e44e0a9,32.0,5
342,028c511be74385952f4812f6613581118e44e0a9,251.0,1
343,028c511be74385952f4812f6613581118e44e0a9,314.0,5
344,0290cf393c77da399c77f6d6c8c202d1b4736717,30.0,4
345,0290cf393c77da399c77f6d6c8c202d1b4736717,962.0,4
346,0290cf393c77da399c77f6d6c8c202d1b4736717,1305.0,2
347,0290cf393c77da399c77f6d6c8c202d1b4736717,1343.0,0
348,029152a51d54b702db38bd0bacfd2fd386d149db,390.0,3
349,02a05d0b4c0badd06c582e06e8054b7aee3edac6,16.0,0
350,02a05d0b4c0badd06c582e06e8054b7aee3edac6,62.0,5
351,02a05d0b4c0badd06c582e06e8054b7aee3edac6,138.0,5
352,02a05d0b4c0badd06c582e06e8054b7aee3edac6,462.0,0
353,02a05d0b4c0badd06c582e06e8054b7aee3edac6,1054.0,1
354,02a05d0b4c0badd06c582e06e8054b7aee3edac6,1141.0,2
355,02a05d0b4c0badd06c582e06e8054b7aee3edac6,1304.0,0
356,02a05d0b4c0badd06c582e06e8054b7aee3edac6,1330.0,3
357,02a05d0b4c0badd06c582e06e8054b7aee3edac6,1336.0,1
358,02a05d0b4c0badd06c582e06e8054b7aee3edac6,1364.0,2
359,02a2d9399e195f2cbaa5cdb49fcaae02f7f3d25a,494.0,3
360,02a2d9399e195f2cbaa5cdb49fcaae02f7f3d25a,1329.0,0
361,02b0f39d3cf244a18730f61c962657194b5e3363,593.0,4
362,02b0f39d3cf244a18730f61c962657194b5e3363,682.0,4
363,02b0f39d3cf244a18730f61c962657194b5e3363,1184.0,5
364,02d1b427e745f1681458b0af149d7dffab546abe,43.0,3
365,02d1b427e745f1681458b0af149d7dffab546abe,164.0,2
366,02d1b427e745f1681458b0af149d7dffab546abe,812.0,4
367,02d1b427e745f1681458b0af149d7dffab546abe,1024.0,0
368,02d1b427e745f1681458b0af149d7dffab546abe,1165.0,5
369,02d1b427e745f1681458b0af149d7dffab546abe,1185.0,5
370,02d1b427e745f1681458b0af149d7dffab546abe,1429.0,5
371,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,12.0,4
372,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,43.0,4
373,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,50.0,0
374,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,78.0,0
375,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,107.0,0
376,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,109.0,2
377,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,132.0,3
378,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,136.0,5
379,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,151.0,0
380,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,158.0,3
381,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,194.0,3
382,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,213.0,5
383,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,225.0,3
384,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,230.0,1
385,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,237.0,0
386,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,241.0,2
387,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,258.0,3
388,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,283.0,4
389,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,303.0,4
390,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,316.0,0
391,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,349.0,1
392,02e21c6cf9a4ac6772ef58fc6bbd86c3a428d6a4,362.0,0
